student_id,student_name,gender,department,graduation_year,cgpa,backlogs,internships,projects,certifications,aptitude_score,communication_score,placed,company,Company,role,salary,salary_bucket,skills
20298,Aryan Kumar,Female,CSE,2021,9.5,1,1,2,3,77,61,TRUE,Paytm,Paytm,System Engineer,20.75,20+,"Pandas, Communication, SQL, TypeScript, Data Structures, Problem Solving"
20299,Myra Kapoor,Female,CSE,2021,7.76,0,1,2,4,60,60,TRUE,Bosch,Bosch,Data Analyst,12.36,10-20,"Problem Solving, Git, Data Structures, Java, Communication, Pandas"
20300,Arjun Kumar,Male,CSE,2021,5.8,0,1,0,0,62,54,TRUE,Samsung,Samsung,Business Analyst,7.45,6-10,"Algorithms, C++, Git, Pandas, SQL, Data Structures"
20301,Kabir Sharma,Female,CSE,2021,6.13,2,2,1,1,49,84,TRUE,Amazon,Amazon,Data Analyst,15.76,10-20,"Git, Algorithms, Java, SQL, Data Structures, Pandas"
20302,Aryan Bhatia,Male,CSE,2021,7.03,0,1,1,0,71,86,TRUE,Amazon,Amazon,Consultant,16.48,10-20,"C++, Data Structures, Algorithms, Git, TypeScript, Communication"
20303,Simran Jain,Male,CSE,2021,7.09,0,0,2,1,63,76,TRUE,Microsoft,Microsoft,System Engineer,13.73,10-20,"Git, C++, Algorithms, Next.js, C, Communication"
20304,Aisha Malhotra,Male,CSE,2021,8.81,0,2,2,0,40,67,TRUE,Google,Google,SDE-1,21.19,20+,"Data Structures, Git, TypeScript, Problem Solving, Communication, C++"
20305,Kabir Jain,Female,CSE,2021,9.93,0,2,1,0,71,74,TRUE,PwC,PwC,SDE-1,15.71,10-20,"Docker, Communication, TypeScript, Algorithms, Data Structures, Java"
20306,Navya Mehta,Male,CSE,2021,7.81,0,2,3,0,62,53,TRUE,Cognizant,Cognizant,Cloud Engineer,12.6,10-20,"GCP, Problem Solving, SQL, Data Structures, Docker, Communication"
20307,Arjun Yadav,Male,CSE,2021,6.51,0,2,5,2,46,50,TRUE,JP Morgan,JP Morgan,Machine Learning Engineer,15.43,10-20,"Keras, Python, C, Git, Data Structures, PyTorch"
20308,Raman Kumar,Male,CSE,2021,9.6,1,1,2,2,50,67,TRUE,Infosys,Infosys,Consultant,12.86,10-20,"Algorithms, C++, Docker, Problem Solving, Go, Communication"
20309,Harsh Saxena,Female,CSE,2021,6.83,0,1,1,0,91,78,TRUE,Flipkart,Flipkart,System Engineer,13.83,10-20,"Kubernetes, Express, Docker, Algorithms, Communication, Go"
20310,Aadhya Gupta,Male,CSE,2021,9.69,0,1,2,2,86,65,TRUE,Zomato,Zomato,Cloud Engineer,21.18,20+,"Data Structures, Go, Algorithms, Kubernetes, Docker, Git"
20311,Aryan Jain,Male,CSE,2021,9.47,0,0,2,1,38,78,TRUE,JP Morgan,JP Morgan,DevOps Engineer,19.14,10-20,"Docker, Java, Data Structures, Problem Solving, Algorithms, Git"
20312,Sara Jain,Female,CSE,2021,6.77,0,2,4,0,64,69,TRUE,Deloitte,Deloitte,Machine Learning Engineer,12.17,10-20,"Data Structures, PyTorch, Python, Problem Solving, Communication, scikit-learn"
20313,Saanvi Singh,Male,CSE,2021,8.43,1,0,5,2,74,50,TRUE,Google,Google,Data Analyst,18.14,10-20,"Algorithms, Java, Git, SQL, Problem Solving, Data Structures"
20314,Arjun Patel,Male,CSE,2021,7.16,1,0,0,0,58,84,TRUE,Zomato,Zomato,System Engineer,9.96,6-10,"Algorithms, Communication, Data Structures, Rust, Git, C"
20315,Devansh Saxena,Male,CSE,2021,10,0,0,3,0,69,85,TRUE,Oracle,Oracle,Cybersecurity Analyst,17.48,10-20,"Rust, Algorithms, Data Structures, SQL, Git, Communication"
20316,Shaurya Yadav,Female,CSE,2021,5.72,1,0,1,0,64,69,FALSE,Not Placed,Not Placed,,0,0,"Git, C, Go, Data Structures, Algorithms"
20317,Ishaan Kapoor,Female,CSE,2021,7.29,0,1,4,1,58,64,TRUE,Deloitte,Deloitte,Software Engineer,10.28,10-20,"Java, Problem Solving, Git, Algorithms, Data Structures, SQL"
20318,Aditya Saxena,Male,CSE,2021,6.5,0,1,2,1,58,70,TRUE,Zomato,Zomato,Software Engineer,10.77,10-20,"Communication, Algorithms, Data Structures, C++, Docker, Git"
20319,Arjun Saxena,Male,CSE,2021,9.41,0,1,2,1,74,45,FALSE,Not Placed,Not Placed,,0,0,"Git, HTML, Go, Data Structures, Problem Solving, JavaScript"
20320,Meera Bhatia,Male,CSE,2021,6.26,0,1,2,1,62,60,FALSE,Not Placed,Not Placed,,0,0,"Communication, HTML, Problem Solving, Data Structures, TypeScript, Algorithms"
20321,Aadhya Kapoor,Male,CSE,2021,6.54,0,1,3,2,57,66,FALSE,Not Placed,Not Placed,,0,0,"Java, Git, Problem Solving, C, SQL, Next.js"
20322,Shaurya Gupta,Male,CSE,2021,7.04,0,2,1,1,66,81,TRUE,Microsoft,Microsoft,Cybersecurity Analyst,15.39,10-20,"Data Structures, Git, Go, Algorithms, Communication, SQL"
20323,Aadhya Bhatia,Male,CSE,2021,5.5,1,2,5,1,68,66,FALSE,Not Placed,Not Placed,,0,0,"Git, Go, Data Structures, C++, Communication, Pandas"
20324,Harsh Bhatia,Male,CSE,2021,9.02,0,2,1,1,88,62,TRUE,Google,Google,Cybersecurity Analyst,22.04,20+,"Python, SQL, Rust, Git, Data Structures, Pandas"
20325,Diya Jain,Male,CSE,2021,6.98,0,2,0,0,65,81,TRUE,Infosys,Infosys,Cloud Engineer,8.14,6-10,"GCP, Jenkins, Docker, Python, Git, Algorithms"
20326,Kabir Agarwal,Male,CSE,2021,5.86,0,0,1,0,60,63,FALSE,Not Placed,Not Placed,,0,0,"Data Structures, Python, CSS, Git, Go, Algorithms"
20327,Navya Jain,Female,CSE,2021,9.12,0,0,1,1,75,66,TRUE,Morgan Stanley,Morgan Stanley,Business Analyst,23.63,20+,"Algorithms, JavaScript, Go, Data Structures, Pandas, SQL"
20328,Sara Kumar,Female,CSE,2021,7.93,0,1,2,1,88,59,TRUE,JP Morgan,JP Morgan,Business Analyst,21.79,20+,"Pandas, C, SQL, Data Structures, Communication, Problem Solving"
20329,Aryan Chopra,Male,CSE,2021,6.45,1,0,2,1,71,55,FALSE,Not Placed,Not Placed,,0,0,"Data Structures, Go, Algorithms, Communication, JavaScript, Git"
20330,Meera Jain,Male,CSE,2021,9.6,0,0,2,4,71,68,TRUE,PwC,PwC,DevOps Engineer,17.04,10-20,"GCP, Communication, Problem Solving, Algorithms, CI/CD, Rust"
20331,Vivaan Jain,Female,CSE,2021,6.01,0,0,2,0,64,61,FALSE,Not Placed,Not Placed,,0,0,"Git, Algorithms, Go, Data Structures, Problem Solving, Python"
20332,Karan Kapoor,Male,CSE,2021,8.87,0,1,3,0,68,73,TRUE,Cognizant,Cognizant,Data Analyst,13.89,10-20,"SQL, Data Structures, Docker, Go, Problem Solving, Communication"
20333,Navya Bhatia,Male,CSE,2021,9.72,0,1,2,0,84,71,TRUE,Oracle,Oracle,Machine Learning Engineer,17.87,10-20,"Problem Solving, Algorithms, Docker, Pandas, Spark, Communication"
20334,Meera Sharma,Female,CSE,2021,7.62,0,0,1,0,67,65,TRUE,Microsoft,Microsoft,Software Engineer,14.58,10-20,"Data Structures, TypeScript, JavaScript, Algorithms, Git"
20335,Meera Yadav,Male,CSE,2021,7.39,0,1,1,2,77,67,TRUE,PwC,PwC,Consultant,11,10-20,"AWS, Pandas, Rust, Git, Algorithms, Java"
20336,Rohan Singh,Male,CSE,2021,8.98,1,0,1,1,57,65,TRUE,Google,Google,Cloud Engineer,20.27,20+,"Data Structures, Go, Git, Docker, Algorithms, Kubernetes"
20337,Shaurya Singh,Male,CSE,2021,8.59,0,0,4,2,53,66,TRUE,PwC,PwC,SDE-1,13.64,10-20,"C++, Communication, TypeScript, Algorithms, Data Structures, Git"
20338,Ishaan Kumar,Male,CSE,2021,9.96,0,0,2,0,71,57,TRUE,Cognizant,Cognizant,Machine Learning Engineer,16.69,10-20,"Python, Algorithms, Spark, Problem Solving, TensorFlow, Git"
20339,Simran Gupta,Female,CSE,2021,5.59,0,1,2,0,62,80,FALSE,Not Placed,Not Placed,,0,0,"Communication, Data Structures, Algorithms, TypeScript, Problem Solving, Python"
20340,Aisha Chopra,Male,CSE,2021,9.71,0,0,1,0,59,76,TRUE,Flipkart,Flipkart,Cybersecurity Analyst,19.07,10-20,"Pandas, TypeScript, Communication, Algorithms, Data Structures, SQL"
20341,Aadhya Mehta,Female,CSE,2021,8.14,0,0,0,0,50,81,TRUE,Freshworks,Freshworks,Consultant,10.34,10-20,"Communication, Python, Algorithms, JavaScript, Git, Data Structures"
20342,Sara Verma,Male,CSE,2021,5.89,0,0,1,1,78,78,TRUE,Microsoft,Microsoft,System Engineer,10.12,10-20,"Git, Data Structures, TypeScript, Hadoop, Communication, Algorithms"
20343,Saanvi Kumar,Male,CSE,2021,7.23,2,0,1,1,51,57,FALSE,Not Placed,Not Placed,,0,0,"Algorithms, C++, Git, Next.js, Data Structures, Java"
20344,Aisha Yadav,Male,CSE,2021,9.72,0,0,1,2,52,64,TRUE,Wipro,Wipro,Cybersecurity Analyst,15.18,10-20,"Algorithms, Python, Java, Data Structures, Pandas, SQL"
20345,Aisha Verma,Male,CSE,2021,7.54,0,0,3,1,71,40,TRUE,Amazon,Amazon,Cloud Engineer,18.55,10-20,"Communication, GCP, Algorithms, Go, Problem Solving, Git"
20346,Ananya Chopra,Male,CSE,2021,9.81,0,0,2,1,56,77,TRUE,NVIDIA,NVIDIA,DevOps Engineer,22.57,20+,"Git, Data Structures, Jenkins, JavaScript, Kubernetes, Problem Solving"
20347,Kabir Chopra,Male,CSE,2021,5.96,1,1,1,0,33,77,FALSE,Not Placed,Not Placed,,0,0,"Communication, Data Structures, C, JavaScript, HTML, Git"
20348,Ira Yadav,Male,CSE,2021,6.48,0,1,2,0,91,92,TRUE,Capgemini,Capgemini,Business Analyst,9.52,6-10,"Pandas, Python, Problem Solving, Data Structures, Git, Algorithms"
20349,Nisha Singh,Male,CSE,2021,6.35,0,3,2,1,60,71,FALSE,Not Placed,Not Placed,,0,0,"Algorithms, Docker, Rust, React, Communication, Git"
20350,Simran Agarwal,Male,CSE,2021,5.93,0,0,1,1,54,83,FALSE,Not Placed,Not Placed,,0,0,"Node.js, Algorithms, Data Structures, Python, Java, Communication"
20351,Krishna Saxena,Male,CSE,2021,9.22,0,1,1,0,72,81,TRUE,Adobe,Adobe,Data Analyst,19.32,10-20,"Communication, Pandas, Java, Data Structures, Git, JavaScript"
20352,Ananya Agarwal,Male,CSE,2021,8.85,0,1,1,1,70,64,TRUE,IBM,IBM,Machine Learning Engineer,15.73,10-20,"NoSQL, Python, Rust, Git, Data Structures, Keras"
20353,Krishna Singh,Male,CSE,2021,7.67,0,0,3,1,48,50,TRUE,Goldman Sachs,Goldman Sachs,Cloud Engineer,16.38,10-20,"Communication, Data Structures, Docker, Git, C++, CI/CD"
20354,Aryan Saxena,Male,CSE,2021,5.88,0,0,1,2,60,55,TRUE,JP Morgan,JP Morgan,Machine Learning Engineer,12.93,10-20,"Pandas, Algorithms, Python, scikit-learn, Keras, Git"
20355,Raman Yadav,Male,CSE,2021,7.18,0,2,2,2,46,73,TRUE,JP Morgan,JP Morgan,System Engineer,17.57,10-20,"Go, Java, Algorithms, SQL, Git, Data Structures"
20356,Raman Yadav,Male,CSE,2021,7.37,0,1,3,0,75,66,TRUE,Zoho,Zoho,Data Analyst,12.02,10-20,"SQL, Git, Communication, Pandas, Algorithms, Data Structures"
20357,Ritu Gupta,Male,CSE,2021,9.77,1,1,1,0,89,53,TRUE,HCL Technologies,HCL Technologies,System Engineer,15.46,10-20,"Docker, Algorithms, Python, C, Data Structures, Git"
20358,Riya Singh,Female,CSE,2021,8.25,0,1,0,0,75,77,TRUE,Bosch,Bosch,Consultant,14.5,10-20,"Data Structures, Communication, Algorithms, Git, TypeScript, Java"
20359,Aditya Singh,Male,CSE,2021,8.05,0,2,0,1,68,75,TRUE,Samsung,Samsung,Cloud Engineer,16.11,10-20,"Data Structures, Git, GCP, Algorithms, Python, Communication"
20360,Aarav Malhotra,Female,CSE,2021,6.45,3,2,2,1,63,59,FALSE,Not Placed,Not Placed,,0,0,"Pandas, Algorithms, TypeScript, Communication, Rust, Data Structures"
20361,Raman Yadav,Male,CSE,2021,9.75,0,0,1,2,75,67,TRUE,Deloitte,Deloitte,System Engineer,18.17,10-20,"Java, Git, Algorithms, Python, Data Structures"
20362,Ishaan Agarwal,Male,CSE,2021,8.39,1,1,4,3,46,54,TRUE,TCS,TCS,SDE-1,14.29,10-20,"JavaScript, Git, Data Structures, SQL, Java, Problem Solving"
20363,Myra Agarwal,Male,CSE,2021,8.84,0,0,4,0,63,71,TRUE,Adobe,Adobe,DevOps Engineer,14.45,10-20,"Communication, Java, Docker, Git, Data Structures, Problem Solving"
20364,Simran Malhotra,Male,CSE,2021,7.11,0,0,3,1,70,54,TRUE,Accenture,Accenture,Consultant,9.31,6-10,"Git, Data Structures, Communication, Problem Solving, C++, Rust"
20365,Harsh Agarwal,Male,CSE,2021,9.8,0,0,0,0,57,73,TRUE,Google,Google,System Engineer,19.41,10-20,"Algorithms, Communication, Go, Git, Data Structures"
20366,Rohan Kapoor,Female,CSE,2021,6.91,0,0,3,1,71,68,TRUE,Goldman Sachs,Goldman Sachs,Software Engineer,35.27,20+,"Problem Solving, Rust, Communication, JavaScript, Git, Data Structures"
20367,Meera Singh,Female,CSE,2021,8.76,1,2,2,2,75,69,TRUE,Amazon,Amazon,Cybersecurity Analyst,22.93,20+,"SQL, Algorithms, Communication, Pandas, C, Problem Solving"
20368,Ritu Malhotra,Male,CSE,2021,6.26,0,0,3,1,64,57,FALSE,Not Placed,Not Placed,,0,0,"Communication, Problem Solving, Java, Algorithms, Data Structures, TypeScript"
20369,Saanvi Chopra,Male,CSE,2021,8.05,0,1,2,1,58,80,TRUE,HCL Technologies,HCL Technologies,Software Engineer,10.23,10-20,"Data Structures, Communication, Problem Solving, React, Git, Java"
20370,Devansh Kapoor,Female,CSE,2021,6.84,0,1,3,0,42,85,FALSE,Not Placed,Not Placed,,0,0,"SQL, Algorithms, Problem Solving, Communication, Git, Data Structures"
20371,Navya Patel,Female,CSE,2021,7.96,0,0,1,0,67,63,TRUE,Swiggy,Swiggy,Cloud Engineer,10.42,10-20,"Algorithms, C, Git, Kubernetes, GCP, Docker"
20372,Ishaan Gupta,Male,CSE,2021,8.41,0,0,1,2,65,56,FALSE,Not Placed,Not Placed,,0,0,"HTML, Python, Data Structures, Git, JavaScript, Algorithms"
20373,Karan Agarwal,Female,CSE,2021,8.88,0,0,1,0,63,58,TRUE,Paytm,Paytm,Consultant,16.22,10-20,"Data Structures, Rust, JavaScript, Git, Next.js, Algorithms"
20374,Vivaan Agarwal,Male,CSE,2021,6.43,0,2,2,0,57,64,TRUE,Wipro,Wipro,SDE-1,8.33,6-10,"Algorithms, Communication, Docker, Git, Problem Solving, Go"
20375,Myra Mehta,Male,CSE,2021,9.04,0,0,2,1,71,83,TRUE,Zoho,Zoho,SDE-1,17.38,10-20,"Communication, Data Structures, Python, Algorithms, C++, Problem Solving"
20376,Riya Gupta,Male,CSE,2021,5.57,0,0,1,0,69,77,FALSE,Not Placed,Not Placed,,0,0,"TypeScript, Git, Data Structures, Java, Communication, Algorithms"
20377,Vivaan Mehta,Female,CSE,2021,9.17,0,0,1,0,49,82,TRUE,Samsung,Samsung,Machine Learning Engineer,12.46,10-20,"Pandas, Python, Algorithms, Data Structures, Communication, Keras"
20378,Vivaan Jain,Male,CSE,2021,9.4,0,0,1,0,69,52,TRUE,Zomato,Zomato,Consultant,18.15,10-20,"Data Structures, Rust, Python, Express, Algorithms, Git"
20379,Diya Yadav,Male,CSE,2021,7.9,0,0,0,1,43,53,TRUE,Microsoft,Microsoft,SDE-1,12.32,10-20,"Data Structures, Algorithms, Git, Java, CSS, Go"
20380,Ishaan Mehta,Male,CSE,2021,8.25,1,1,3,2,71,72,TRUE,Amazon,Amazon,Machine Learning Engineer,21.1,20+,"Rust, Pandas, Algorithms, Git, TensorFlow, Communication"
20381,Ira Saxena,Female,CSE,2021,5.87,0,1,3,0,55,68,FALSE,Not Placed,Not Placed,,0,0,"Docker, Communication, Algorithms, C, Data Structures, Git"
20382,Ira Bhatia,Male,CSE,2021,9.46,0,1,1,1,72,49,TRUE,Goldman Sachs,Goldman Sachs,Data Analyst,21.87,20+,"Algorithms, Python, Data Structures, Git, Rust, Pandas"
20383,Harsh Saxena,Male,CSE,2021,9.72,0,0,2,1,71,78,TRUE,Google,Google,DevOps Engineer,20.65,20+,"Algorithms, Problem Solving, Java, Kubernetes, CI/CD, Data Structures"
20384,Arjun Saxena,Male,CSE,2021,7.5,0,0,0,2,77,67,TRUE,Microsoft,Microsoft,SDE-1,16.99,10-20,"Algorithms, Git, Data Structures, Java, Go"
20385,Karan Sharma,Male,CSE,2021,7.23,0,2,3,2,54,67,TRUE,NVIDIA,NVIDIA,Software Engineer,20.37,20+,"Communication, Pandas, Java, Data Structures, Algorithms, Problem Solving"
20386,Aisha Malhotra,Male,CSE,2021,9.24,1,0,0,2,57,54,TRUE,Flipkart,Flipkart,Machine Learning Engineer,19.46,10-20,"Data Structures, Python, TensorFlow, Keras, Spark, Git"
20387,Aarav Yadav,Male,CSE,2021,9.04,0,1,1,0,79,72,TRUE,Cognizant,Cognizant,Consultant,15.19,10-20,"TensorFlow, Communication, JavaScript, TypeScript, Data Structures, Pandas"
20388,Ishaan Kumar,Male,CSE,2021,8.65,0,1,2,0,51,86,TRUE,Amazon,Amazon,DevOps Engineer,17.55,10-20,"Docker, Communication, TypeScript, Problem Solving, Algorithms, Azure"
20389,Pooja Singh,Male,CSE,2021,9.32,0,1,1,2,60,76,TRUE,Accenture,Accenture,Machine Learning Engineer,14.1,10-20,"Hadoop, Docker, Data Structures, Python, Rust, Algorithms"
20390,Aadhya Bhatia,Male,CSE,2021,8.4,0,0,1,1,79,61,TRUE,Bosch,Bosch,Business Analyst,12.61,10-20,"SQL, Azure, Pandas, Algorithms, C, TypeScript"
20391,Navya Gupta,Male,CSE,2021,5.99,0,1,2,0,54,57,FALSE,Not Placed,Not Placed,,0,0,"Node.js, Algorithms, Data Structures, Git, Problem Solving, C++"
20392,Shaurya Malhotra,Male,CSE,2021,8.24,0,1,4,2,68,62,FALSE,Not Placed,Not Placed,,0,0,"Algorithms, Git, Docker, TypeScript, Problem Solving, Communication"
20393,Arjun Gupta,Other,CSE,2021,9.44,0,0,1,0,44,80,TRUE,PhonePe,PhonePe,Machine Learning Engineer,12.95,10-20,"scikit-learn, Git, Python, Algorithms, TensorFlow, JavaScript"
20394,Vikas Yadav,Male,CSE,2021,5.56,1,0,1,1,67,68,FALSE,Not Placed,Not Placed,,0,0,"Algorithms, Python, JavaScript, Data Structures, Git"
20395,Ritu Mehta,Female,CSE,2021,9.04,0,2,1,2,66,62,TRUE,JP Morgan,JP Morgan,Cybersecurity Analyst,23.8,20+,"Pandas, SQL, TypeScript, Git, Algorithms, Data Structures"
20396,Krishna Malhotra,Female,CSE,2021,6.96,0,2,2,2,61,77,TRUE,Byju's,Byju's,Machine Learning Engineer,11.92,10-20,"SQL, Data Structures, Git, Algorithms, Keras, Problem Solving"
20397,Krishna Kumar,Male,CSE,2021,8.97,0,1,1,1,55,71,TRUE,Cognizant,Cognizant,Consultant,14.96,10-20,"TypeScript, HTML, Data Structures, Algorithms, Communication, SQL"
20398,Myra Patel,Male,CSE,2021,5.66,0,2,3,1,61,60,FALSE,Not Placed,Not Placed,,0,0,"Problem Solving, Rust, Next.js, Python, Algorithms, Git"
20399,Devansh Singh,Male,CSE,2021,5.98,0,1,2,0,54,87,TRUE,Freshworks,Freshworks,SDE-1,8.04,6-10,"Java, Problem Solving, Communication, Git, Data Structures, TypeScript"
20400,Nisha Verma,Female,CSE,2021,8.77,0,1,1,0,57,72,TRUE,Byju's,Byju's,DevOps Engineer,14.39,10-20,"Docker, Algorithms, Pandas, Azure, Git, Communication"
20401,Diya Jain,Male,CSE,2022,9.72,1,0,2,3,71,88,TRUE,Morgan Stanley,Morgan Stanley,Cybersecurity Analyst,42.96,20+,"Pandas, Problem Solving, SQL, Data Structures, Communication, Go"
20402,Kabir Saxena,Male,CSE,2022,7.91,0,1,4,1,74,77,TRUE,IBM,IBM,Cloud Engineer,13.91,10-20,"Pandas, Git, Azure, Data Structures, Communication, Docker"
20403,Navya Agarwal,Female,CSE,2022,5.79,0,1,2,1,41,61,FALSE,Not Placed,Not Placed,,0,0,"Git, Communication, Data Structures, Python, Problem Solving, Algorithms"
20404,Krishna Malhotra,Male,CSE,2022,5.61,0,1,2,4,64,65,FALSE,Not Placed,Not Placed,,0,0,"Data Structures, Algorithms, Problem Solving, C++, Rust, Communication"
20405,Ira Kapoor,Male,CSE,2022,9.09,0,1,2,0,51,75,TRUE,Microsoft,Microsoft,Cloud Engineer,18.84,10-20,"Communication, AWS, Rust, Kubernetes, Git, Data Structures"
20406,Arjun Chopra,Male,CSE,2022,5.78,1,2,2,0,43,64,FALSE,Not Placed,Not Placed,,0,0,"Rust, Communication, Data Structures, Pandas, C++, Git"
20407,Diya Patel,Female,CSE,2022,7.02,0,0,2,0,73,68,FALSE,Not Placed,Not Placed,,0,0,"Problem Solving, Data Structures, TypeScript, Algorithms, Git, Communication"
20408,Aditya Malhotra,Male,CSE,2022,8.13,1,1,1,2,57,57,TRUE,Google,Google,Software Engineer,18.14,10-20,"Docker, TypeScript, Algorithms, Git, Data Structures, Java"
20409,Aadhya Agarwal,Male,CSE,2022,9.62,0,1,2,1,88,72,TRUE,JP Morgan,JP Morgan,System Engineer,24.02,20+,"Data Structures, Docker, Communication, Python, Problem Solving, Algorithms"
20410,Arjun Malhotra,Male,CSE,2022,7.54,0,0,3,1,83,83,TRUE,Infosys,Infosys,Machine Learning Engineer,9.38,6-10,"Problem Solving, Python, JavaScript, scikit-learn, Communication, Git"
20411,Nisha Bhatia,Male,CSE,2022,5.77,0,1,2,1,71,66,FALSE,Not Placed,Not Placed,,0,0,"Git, Communication, JavaScript, Problem Solving, Algorithms, Data Structures"
20412,Aarav Kapoor,Female,CSE,2022,6.96,0,0,1,2,85,73,TRUE,Adobe,Adobe,Software Engineer,14.52,10-20,"CSS, Rust, Communication, Git, C++, Data Structures"
20413,Simran Sharma,Male,CSE,2022,8.4,0,1,5,0,80,65,TRUE,Accenture,Accenture,Cybersecurity Analyst,12.82,10-20,"Problem Solving, Go, Docker, Java, Communication, Data Structures"
20414,Devansh Verma,Male,CSE,2022,7.54,0,0,5,2,82,66,FALSE,Not Placed,Not Placed,,0,0,"Git, Communication, Data Structures, Rust, C++, Problem Solving"
20415,Krishna Bhatia,Male,CSE,2022,6.09,0,2,1,0,75,55,FALSE,Not Placed,Not Placed,,0,0,"TypeScript, Git, Algorithms, Data Structures, React, Python"
20416,Ritu Malhotra,Female,CSE,2022,6.78,0,0,2,1,63,57,FALSE,Not Placed,Not Placed,,0,0,"Data Structures, Problem Solving, Algorithms, Git, C, Go"
20417,Vivaan Agarwal,Male,CSE,2022,8.06,0,0,1,1,57,77,TRUE,Amazon,Amazon,Business Analyst,16.09,10-20,"SQL, Pandas, Git, Communication, Algorithms, Data Structures"
20418,Aarav Sharma,Male,CSE,2022,8.74,0,1,2,2,52,72,TRUE,JP Morgan,JP Morgan,Software Engineer,21.53,20+,"Data Structures, Python, JavaScript, Git, Communication, Problem Solving"
20419,Riya Malhotra,Male,CSE,2022,6.43,3,1,2,1,89,60,TRUE,Bosch,Bosch,System Engineer,11.75,10-20,"Data Structures, Communication, Algorithms, Problem Solving, Rust, Git"
20420,Krishna Mehta,Male,CSE,2022,6.7,0,0,2,2,70,86,TRUE,PhonePe,PhonePe,Machine Learning Engineer,9.11,6-10,"Data Structures, Python, Git, Problem Solving, PyTorch, Algorithms"
20421,Ritu Singh,Male,CSE,2022,8.66,0,1,3,1,67,66,TRUE,Oracle,Oracle,SDE-1,14.1,10-20,"Git, Algorithms, Communication, Next.js, Problem Solving, JavaScript"
20422,Kabir Singh,Male,CSE,2022,9.65,0,0,2,1,76,85,TRUE,Microsoft,Microsoft,Consultant,21.49,20+,"Git, C, Algorithms, JavaScript, Problem Solving, Data Structures"
20423,Ritu Jain,Female,CSE,2022,6.96,0,3,2,0,59,82,TRUE,Goldman Sachs,Goldman Sachs,Cybersecurity Analyst,17.07,10-20,"Algorithms, C, Communication, JavaScript, Pandas, SQL"
20424,Myra Mehta,Male,CSE,2022,6.47,0,2,3,1,53,56,TRUE,IBM,IBM,Machine Learning Engineer,10.14,10-20,"Git, Problem Solving, Data Structures, Algorithms, Pandas, Python"
20425,Devansh Yadav,Other,CSE,2022,5.69,0,2,1,0,65,50,TRUE,NVIDIA,NVIDIA,Cybersecurity Analyst,15.53,10-20,"C++, Pandas, Python, Algorithms, SQL, Git"
20426,Diya Verma,Male,CSE,2022,6.47,1,2,3,1,92,54,TRUE,IBM,IBM,Cloud Engineer,15.27,10-20,"Problem Solving, AWS, Communication, Rust, Docker, Data Structures"
20427,Vikas Verma,Male,CSE,2022,8.78,0,1,1,2,55,65,FALSE,Not Placed,Not Placed,,0,0,"C, Git, Data Structures, Algorithms, JavaScript"
20428,Vivaan Yadav,Male,CSE,2022,6.25,0,2,5,2,64,74,FALSE,Not Placed,Not Placed,,0,0,"Communication, SQL, Problem Solving, Git, Go, C"
20429,Myra Patel,Male,CSE,2022,8.74,0,0,2,1,75,76,FALSE,Not Placed,Not Placed,,0,0,"Communication, Algorithms, Problem Solving, Java, Git, JavaScript"
20430,Riya Patel,Female,CSE,2022,9.33,1,0,1,0,61,68,TRUE,Bosch,Bosch,Business Analyst,13.46,10-20,"SQL, Git, Algorithms, Pandas, Rust, Data Structures"
20431,Diya Agarwal,Male,CSE,2022,6.18,0,0,2,1,82,87,TRUE,Zoho,Zoho,Machine Learning Engineer,11.67,10-20,"PyTorch, Python, Algorithms, Communication, Rust, Git"
20432,Nisha Chopra,Male,CSE,2022,5.99,0,0,2,1,76,57,TRUE,Google,Google,SDE-1,13.83,10-20,"Communication, Rust, Java, Git, Azure, Problem Solving"
20433,Ananya Sharma,Male,CSE,2022,6.15,0,0,1,0,79,58,TRUE,Amazon,Amazon,Consultant,12.68,10-20,"Git, JavaScript, Next.js, Algorithms, Data Structures, C++"
20434,Karan Singh,Male,CSE,2022,8.2,0,1,0,1,50,90,TRUE,NVIDIA,NVIDIA,System Engineer,19.79,10-20,"Data Structures, C++, Algorithms, Rust, Communication, Git"
20435,Ira Singh,Male,CSE,2022,9.18,0,1,2,2,70,56,TRUE,Accenture,Accenture,Data Analyst,14.57,10-20,"SQL, Pandas, Problem Solving, Algorithms, Data Structures, Communication"
20436,Ananya Bhatia,Female,CSE,2022,7.26,1,0,3,1,73,83,FALSE,Not Placed,Not Placed,,0,0,"Rust, Git, Data Structures, Problem Solving, Go, Algorithms"
20437,Aryan Bhatia,Female,CSE,2022,8.14,0,1,1,0,70,65,TRUE,Goldman Sachs,Goldman Sachs,Data Analyst,19.06,10-20,"Java, Go, Algorithms, Data Structures, Pandas, SQL"
20438,Vikas Chopra,Male,CSE,2022,9.36,1,1,1,0,51,80,TRUE,Google,Google,DevOps Engineer,19.92,10-20,"GCP, Java, Data Structures, Docker, Git, Algorithms"
20439,Devansh Sharma,Female,CSE,2022,6.26,0,0,1,2,75,71,TRUE,Flipkart,Flipkart,Cloud Engineer,12.25,10-20,"C++, Data Structures, Algorithms, Kubernetes, Communication, Azure"
20440,Diya Jain,Male,CSE,2022,9.12,0,1,3,1,69,76,TRUE,JP Morgan,JP Morgan,Data Analyst,23.48,20+,"SQL, Problem Solving, Pandas, Communication, Data Structures, Rust"
